order_id,payment_method,date,total,feature_1,feature_2,category
c5da976d-4557-46b6-ab5f-2fedc136f85d,American Express,2024-10-07,506.0,,-0.6517868910686746,1
a9520980-addf-432b-a2f6-0885309bf62d,Union Pay,2024-10-08,846.0,16.0,1.2323998921801405,2
21e55e50-149b-4af5-8cf5-0532417a9b73,МИР,2024-10-13,465.0,-112.0,1.0687322143165425,1
3ff5d215-66d0-43df-aa8a-65000487074f,American Express,2024-10-14,233.0,-5.0,-0.41606106076892,1
49a54e63-ee7a-436e-a20d-14a55c40de76,American Express,2024-10-15,,-159.0,-1.1363723024378098,1
e730bde8-2b35-4736-9056-c105611075ba,МИР,2024-10-15,225.0,92.0,0.3738781704181344,2
17f10642-9c41-435a-8227-0fcd31805ed3,Mastercard,2024-10-16,884.0,-100.0,-0.798322272876745,1
66c452c6-4cd0-4742-9863-2836e2c0cf06,Union Pay,2024-10-16,632.0,89.0,-1.782667546412695,2
a8bd1d51-df51-4268-bd87-203d01491a43,Mastercard,2024-10-22,423.0,-161.0,-0.707668511138513,1
385d6323-8348-4916-a7a6-e615e77ca238,Visa,2024-10-24,205.0,-191.0,-0.8482120752928286,1
9c4f5918-f5a2-4c42-aac0-d1a46e5c97ab,American Express,2024-10-25,489.0,58.0,-2.6493791160125553,1
41274d4b-812c-471e-9038-4359b7b5fa33,American Express,2024-10-27,665.0,-271.0,1.469908108266891,1
32564b0a-3669-486a-9cba-020a10659dc6,Mastercard,2024-10-29,506.0,135.0,1.1612575500766156,2
1768fd4c-49cd-4835-bc3b-e429602fccf0,Union Pay,2024-10-30,584.0,-133.0,-1.2948581173413711,1
b5af084b-6416-4a38-8268-d4fcf5fb113c,Union Pay,2024-10-30,627.0,99.0,,2
9981b39b-493e-43df-b341-5ffacd5e1e30,Union Pay,2024-11-01,821.0,-86.0,0.991537710484053,1
4cf97050-66db-46ef-8033-4b2b92374a9b,American Express,2024-11-02,997.0,-252.0,-1.1273034886049034,1
e4cc136d-b613-401e-b269-85c70239ea08,,2024-11-04,426.0,-65.0,0.9222854568733208,1
247ad251-c13b-4bff-b4ff-a21a81875101,American Express,2024-11-09,539.0,25.0,3.0389339646921667,2
a5955075-a7e7-49f5-b6cc-524983b2f895,Maestro,2024-11-09,753.0,-70.0,0.9251905054188841,1
a12b6344-3d48-45bf-826f-85d2a6ea9cf6,МИР,2024-11-09,847.0,-167.0,1.1789533769222211,1
010afce1-a47e-4b48-948a-d1001acba12b,МИР,2024-11-14,947.0,0.0,0.8672997657889057,2
c19b3ae9-2d8f-46e3-8a26-86a6993bd51e,Visa,2024-11-16,824.0,,1.899210398252494,2
91516eaa-d054-4d35-9ad1-5e5697734f01,American Express,2024-11-16,688.0,,-0.7268051930585679,1
c1a925d7-20ec-4ac0-85e6-91ac311dc599,МИР,2024-11-20,412.0,-156.0,-0.07007452349484977,1
49bb6654-3362-4999-aa37-e24a980fa7fa,Union Pay,2024-11-23,892.0,67.0,0.5143394001599954,1
94b8a41a-b6fd-4953-966c-4fdef475c6eb,Visa,2024-11-26,352.0,-5.0,-1.1129201755499565,1
b576f8a4-3ef0-42e1-9430-a08fe21b95c9,,2024-11-26,826.0,-218.0,0.3280743003421378,1
a3780b5f-efb0-4f21-94c9-642dd9e950be,МИР,2024-11-28,542.0,49.0,-2.0270995072526237,1
e0d33748-ae48-4f61-bab2-ef81d8c292a8,Visa,2024-11-30,134.0,-52.0,-1.7396494539140912,1
8f22775f-b3a1-4b30-8381-b72cb7490a5b,Mastercard,2024-12-02,,-126.0,1.0661508687760641,1
d9a0fb1f-465d-4b49-98fd-5a6caa0ea845,American Express,2024-12-06,657.0,-80.0,0.9723267524103064,1
30d9a802-a6ca-4c57-899d-272e4e3a236b,МИР,2024-12-07,257.0,393.0,-3.6063507249926934,2
87d35c6a-7d8d-40d7-955b-afede65b4923,American Express,2024-12-13,278.0,-73.0,-1.996430119736274,1
87d35c6a-7d8d-40d7-955b-afede65b4923,American Express,2024-12-13,278.0,-73.0,-1.996430119736274,1
98973e05-6522-44bb-b59d-59413b4db53a,Union Pay,2024-12-14,775.0,-121.0,-0.777987743621692,1
c9fdd10c-197b-443e-9227-e1b6f0337846,Mastercard,2024-12-21,451.0,-216.0,1.3327508426210495,1
e61cb932-312f-48bd-8545-b428c9ad726f,Union Pay,2024-12-22,973.0,44.0,2.5799428797804422,2
265a933d-6e14-4473-83dd-71ba00598974,МИР,2024-12-24,748.0,-40.0,-1.5929187451854148,1
eaf76043-84ee-4f5c-82ed-7741d62c1911,МИР,2024-12-24,958.0,80.0,-1.890620361378478,1
5fad3931-d637-49c5-bbf7-63284c3b2391,МИР,2024-12-24,154.0,33.0,0.30315694865340415,2
c13cdeaf-a452-485a-8bcb-fff7eb699f5c,Union Pay,2024-12-25,746.0,-123.0,-1.0008840915281967,1
f49b8dd0-fb26-4195-a5c0-f19425951b6f,Maestro,2024-12-28,852.0,244.0,-3.6839893131039996,2
ea1efbec-69aa-4108-bd90-1c770f45806e,Union Pay,2024-12-31,255.0,,1.5433910852181456,2
c700faea-6e6d-448a-8adc-10bd7714a1e5,American Express,2025-01-08,798.0,195.0,-1.313566577444817,2
c70f735f-dc0a-4b19-aa63-df57e3828641,МИР,2025-01-09,505.0,136.0,-0.8215846360541753,2
2b337d00-a36a-4256-b894-365a67ce318e,Maestro,2025-01-12,546.0,,-0.9532462570871271,1
430032cb-fe2a-426c-ba18-3b751e994a3d,Maestro,2025-01-12,559.0,97.0,1.5955121599733044,2
9172e1cb-bf7c-44b6-8049-b71894cf5ab7,Union Pay,2025-01-14,820.0,-4.0,-1.452863657128054,1
458a6bb0-3ddc-4ec2-80e0-8094c6cfdfe4,American Express,2025-01-15,488.0,154.0,-2.7441112857376493,2
666a5f4f-eac9-4754-b325-aed7bca19e80,Mastercard,2025-01-17,882.0,-8.0,0.06421537370358643,2
306e55a3-946a-4b92-a24b-4f248a36f21c,American Express,2025-01-17,214.0,-21.0,0.7556352412640492,1
02284303-1430-4c36-bddf-212f2e02cb96,American Express,2025-01-17,457.0,,-0.8972104515648446,2
e9c22241-26d3-4cbb-a7cd-f11a8ccfcd20,Union Pay,2025-01-21,104.0,-132.0,-1.4094572258476918,1
c956bdc2-a833-42c8-9b61-383b4ae8e858,American Express,2025-01-22,692.0,,1.371765855842816,1
5354a0ec-0929-4dbe-a868-d738e4297f29,American Express,2025-01-23,149.0,28.0,-1.6453226919574424,2
48e6a7ce-57a1-4fa3-a6e2-6970abd01d76,МИР,2025-01-29,532.0,-7.0,-1.4551079242520673,1
2216a082-2990-4d7b-8c68-bdd712d81ca4,МИР,2025-01-29,580.0,-67.0,-1.0177457849100662,1
666e0ed3-1314-4221-b274-0d6175989041,МИР,2025-02-03,330.0,9.0,0.7096877362004984,1
2f997c97-2a15-4e6d-a199-3c6f1eb2931c,Mastercard,2025-02-10,870.0,111.0,1.416522063521851,2
50ed9dba-5d62-4d7e-84c3-0ade58cf3de9,Visa,2025-02-12,717.0,183.0,0.2042287153362795,1
e5b0c50f-e1bd-4971-96cf-52eb56079032,American Express,2025-02-12,898.0,-160.0,0.02385002479341569,2
ff206db5-4ced-4bb6-babe-8805d2cd9a43,МИР,2025-02-15,743.0,78.0,0.028939114516332243,2
66710661-8d14-476b-a7df-09b4836f8ca3,Union Pay,2025-02-16,942.0,18.0,0.6610405647772946,1
2ea1f84a-cf0b-4f53-a012-13fed8904e1b,American Express,2025-02-21,651.0,-292.0,0.6807245514285725,1
9a8b7c57-cddf-4e57-b8d3-ea8850ad21ed,American Express,2025-02-21,899.0,67.0,1.6816724996541867,2
6fa7ea56-5579-4264-9ba2-f88cba9e88ba,МИР,2025-02-22,735.0,55.0,-1.8398899086786766,1
e8faa294-77ea-4e12-ad25-f83b28d089cd,Union Pay,2025-02-25,467.0,241.0,,2
fdbda297-8c8c-464f-83fc-019ea52606f5,American Express,2025-02-27,612.0,,-1.6552267553638234,2
cfaba807-e005-4e6e-9285-fb8342be446d,Mastercard,2025-02-28,655.0,-11.0,-0.5507182792694338,1
681b3ffa-6206-42e9-ac5b-112738c401cd,Visa,2025-03-01,245.0,-129.0,1.0596656769318165,1
33b77eab-c082-4412-8a9b-81ca4d6f0f62,МИР,2025-03-02,524.0,167.0,-0.0446806442544625,2
2d3745b6-0f98-4e8c-a253-db8632ea2f5e,American Express,2025-03-08,596.0,192.0,-1.1989602862873543,2
b85b5c72-7fc7-42e2-9e68-3f15fac1fe3d,American Express,2025-03-08,553.0,-107.0,-0.7284233253330004,1
e7a46f08-2487-4dda-9c9e-aa015e0e044c,Mastercard,2025-03-09,422.0,18.0,-0.5047796143613359,2
36b2c82f-bf3c-4f1d-adc8-eb5fc43061c8,Maestro,2025-03-10,719.0,13.0,1.4850281030730117,2
a75e4eef-e8cb-443a-9ae0-ce70899eae46,МИР,2025-03-11,840.0,-149.0,-0.7921365848946972,1
8f25bff5-ab44-47cd-a938-dd85eab744e6,Visa,2025-03-12,157.0,-19.0,0.7864911989397004,1
7fe7613d-6a97-4bd7-a321-46190bfc39fb,American Express,2025-03-12,941.0,-86.0,-0.8198000953637372,1
e2ad503c-5d12-4590-b075-afa70cf9fdef,Mastercard,2025-03-22,235.0,93.0,-1.3165980309644845,2
248528f1-4997-4572-86da-a2c2b2a1f9e5,American Express,2025-03-27,145.0,242.0,-0.6257489785900321,2
17161f4f-d90e-4873-89b7-2c7d3e611aad,Maestro,2025-03-27,928.0,-88.0,-1.0306386799517033,1
e62442c0-684c-4fd3-82b6-b48c48bb1867,Mastercard,2025-03-31,860.0,95.0,-1.6173619421371888,2
8fea2f64-42b9-43e3-b959-9d8ed2488496,,2025-04-01,282.0,-14.0,-2.1901308855821355,1
d83900d6-969b-4264-bba1-05b2c4d745a8,American Express,2025-04-01,332.0,-49.0,1.1074233061846912,2
8378e3ae-53de-400f-ae49-ac3730152fde,МИР,2025-04-01,834.0,114.0,-0.3434772077854751,2
e6bf8653-d914-4ece-8f7b-e3b983db3e6d,Union Pay,2025-04-03,487.0,0.0,0.5724720032296817,2
7a342383-3a9f-4b09-b168-257c0f5ba918,Mastercard,2025-04-07,828.0,118.0,-0.18579736394189894,2
2d3efa80-e781-4d42-8d54-e106575ed9fa,Union Pay,2025-04-07,,112.0,0.4099294170743193,1
013b2855-cb4c-490e-b866-9539e188c900,Maestro,2025-04-09,120.0,121.0,1.2925521206129347,2
ffff4b1b-e1f8-4977-a6b7-dc079fafc5ef,МИР,2025-04-16,680.0,-178.0,1.2325290342898398,1
767ba6ab-7d03-46ee-9cf6-03e1160c8049,МИР,2025-04-18,254.0,-5.0,-0.7323456343441458,2
767ba6ab-7d03-46ee-9cf6-03e1160c8049,МИР,2025-04-18,254.0,-5.0,-0.7323456343441458,2
eba14275-97a1-487d-8e7f-298c4c32cc86,Visa,2025-04-18,970.0,46.0,1.180795673650811,2
fcfb01bc-4657-43e8-a66e-a52de8ccc2ca,Union Pay,2025-04-20,314.0,118.0,0.6356756913016319,2
9c9cc243-ee6a-4044-9fc7-3737a5122ede,American Express,2025-04-24,880.0,-92.0,-0.5006810123153755,1
7be6d413-be1f-49af-a18a-15c284534ce5,Mastercard,2025-04-25,972.0,63.0,-2.4815813545795495,1
ebee1b31-f0ee-4887-b664-4d519cf6dfb9,American Express,2025-04-26,926.0,15.0,-0.11619232983088168,2
465fede2-5dd9-4bef-8369-5283f6afcf9a,American Express,2025-04-28,517.0,-47.0,-1.1159988102940699,1
48ec19ab-f7a3-492d-8952-c31dbffb4edf,Visa,2025-05-02,278.0,104.0,-0.5120536620857186,2
9a564e0b-7e28-40bf-99a6-6ac7c0d4d97e,Maestro,2025-05-04,642.0,-22.0,1.26919690985507,2
b44d7f95-fcba-4441-9aa7-333241907e39,American Express,2025-05-05,822.0,-215.0,1.3043343527311568,1
f5086c5a-bf5e-4e25-99ec-b5093ca3ca0b,,2025-05-06,975.0,-125.0,0.12126615275492336,2
1c3e9588-96f7-44fa-bc6f-364b8e3c95bc,American Express,2025-05-18,417.0,-80.0,0.946055977220301,1
94ec1209-9e77-4cfd-956b-c46b750f8306,Union Pay,2025-05-18,280.0,-202.0,1.27625091226855,1
aad58565-d128-460d-9a78-83822c473428,Visa,2025-05-19,846.0,62.0,,2
d2b39d4f-2e7f-408b-99ce-f39e2abf6f91,Visa,2025-05-19,502.0,-209.0,-1.3802201045440066,1
16174c5c-4323-4433-aed7-8c0c076b7a79,Maestro,2025-05-20,279.0,229.0,1.4732819560669346,2
f9699102-974f-4996-b5a9-b8e6448d11b1,МИР,2025-05-21,344.0,211.0,2.204520426509896,2
9fd72611-fb31-459c-a879-a62e3052285e,Maestro,2025-05-22,307.0,20.0,-1.6656904295970418,1
60d566f4-e945-451a-ba29-fab68b518fc1,Visa,2025-05-22,287.0,62.0,-0.21249782644833892,2
18f6c84b-b707-4fdb-a646-1a2e67a431e6,Visa,2025-05-22,490.0,162.0,1.059926631315644,2
6283a4c5-1a36-4e12-993b-182a995b9858,American Express,2025-05-23,717.0,97.0,1.0869479231853891,2
e21a6e8d-2251-41c7-b2e9-8164477452f2,Union Pay,2025-05-24,468.0,56.0,-2.1363134593478845,2
41963eb4-07d9-4536-8673-338968b4ab9a,Mastercard,2025-05-26,667.0,-168.0,1.183431024371286,1
c50a86f2-b5c6-4b87-9d89-cce1c67876f6,Maestro,2025-05-29,399.0,-210.0,1.2812211142930248,1
72c39f59-c3de-428d-bde3-ce4546af541c,МИР,2025-06-01,155.0,-82.0,-0.39844324397647213,1
9cb9c976-d83e-49d2-9393-fc96e049ed62,Maestro,2025-06-04,671.0,-202.0,1.2768664376317629,1
6af4009f-6fad-4fc0-91c5-b73160cab63c,Mastercard,2025-06-05,698.0,-167.0,1.2040131448084763,1
92c453c9-fbd3-401a-b461-bfd13c205389,Maestro,2025-06-05,391.0,218.0,-1.8167852271970655,2
4b531958-fae5-4ec5-b448-887b4ebf40ba,Mastercard,2025-06-07,491.0,152.0,-2.5297357459850067,2
4b531958-fae5-4ec5-b448-887b4ebf40ba,Mastercard,2025-06-07,491.0,152.0,-2.5297357459850067,2
0aa77a23-b300-4487-aacf-46426d4df79c,Maestro,2025-06-08,726.0,-159.0,-1.9588439739807346,1
5dfd37f2-856f-434b-9f30-dc43c61ea9c4,Visa,2025-06-11,313.0,-327.0,1.6479895883500357,1
ce244881-2fde-4429-8c87-04459b9e94cf,МИР,2025-06-11,,-125.0,-1.1683835523535808,1
26355341-04ae-48eb-bf1a-71ffed5ad56a,Union Pay,2025-06-12,610.0,74.0,0.6555703421750207,2
49a5c908-b243-486a-af2d-13a98ce2a2e7,МИР,2025-06-12,158.0,106.0,-1.5374655424334769,2
bb32bcb0-41e9-45d0-ba16-507ee0cfce9a,Union Pay,2025-06-13,668.0,202.0,-1.3981127463343732,2
71f04986-aafb-4bb2-861a-f0387fb1d9c5,Maestro,2025-06-15,289.0,-277.0,0.13799429919732553,1
2351774c-8130-4b45-a697-2f68b4d16ecc,Union Pay,2025-06-17,737.0,44.0,0.36633520915354023,2
ffa06055-b004-4d59-bfe5-289534727127,МИР,2025-06-27,481.0,61.0,1.3803561776445914,2
fa63ec6c-31b7-4327-b39d-b503a67dbcd2,Mastercard,2025-07-01,220.0,82.0,-1.825898553173257,1
60736839-9963-49d6-9ec1-8e2b9278494d,Union Pay,2025-07-02,653.0,194.0,0.9464361628711218,2
dff23799-4088-4aea-a84e-906c803dffa4,МИР,2025-07-03,992.0,51.0,1.722591449862343,2
44cfdf99-c2d8-4de7-a5ba-d90cf33de71c,Union Pay,2025-07-04,914.0,-1.0,0.7190851231012056,1
a83e075c-4722-4e03-a247-2dda83d33590,Maestro,2025-07-15,551.0,-33.0,-0.3826137157813939,2
6b4b470d-d754-424b-9420-d973f243821c,Union Pay,2025-07-19,756.0,-103.0,1.1606450020570587,2
9dca6638-710c-4faa-b032-80b2a6d960fd,American Express,2025-07-20,320.0,190.0,-1.8554829821910945,2
23d5f6a3-4f4d-4c4a-86cb-00bf0aed3662,Visa,2025-07-22,652.0,88.0,1.8564734152324236,2
371385cd-1644-48c8-9c25-4ae529e9a66d,Visa,2025-07-22,664.0,-148.0,-0.5806036851148567,1
c416efff-8dc9-4459-8dc2-9ddd300767fa,Visa,2025-07-23,810.0,-227.0,-1.2327742365391494,1
2b604931-0b81-4fa5-a511-82a6ca223fc5,Union Pay,2025-07-24,872.0,-146.0,1.1427695736670098,1
570da323-4933-403b-926d-9348c6956e31,МИР,2025-07-24,721.0,,-0.8766459450922048,2
9d147339-fa06-4ace-a161-79abcee6f360,Mastercard,2025-07-25,396.0,,0.565102687206656,2
0efc4147-a3d1-4bc8-92a1-44ebd475f6d2,American Express,2025-07-26,814.0,38.0,1.153293359731637,2
714f58d6-b6cf-4d90-a9a7-9596c7419c35,Visa,2025-07-27,283.0,-31.0,-1.0465827111728776,1
6791a32d-6ce3-408a-90fc-b0e600c18082,American Express,2025-08-03,505.0,-71.0,0.9233000316610599,1
